X0,X1
-1.052155867,-0.023831861
0.642989945,0.037942834
-0.230371568,1.035851383
0.721184988,0.714753251
-0.489828999,0.300622975
-0.457303477,-0.515810457
0.904034432,0.359587361
0.256912766,0.928569605
-0.965985507,-0.349956549
0.48929359,-0.427398442
-0.945581258,-0.411894993
-0.284162666,0.909953344
-0.244219461,-0.992711331
-0.034516172,1.015190434
-0.657134765,0.233586912
0.579172451,-0.774816916
-0.34870316,0.472000367
0.599679741,0.274268677
-0.553535342,0.418397128
0.518700999,-0.220777219
-0.034240511,0.877569074
0.36616582,-0.550695319
0.443698269,0.358202537
0.086352613,0.944576325
0.819292458,-0.613759709
1.039232842,0.090363542
-0.232011493,0.908626383
-0.374102275,0.469980692
0.23008752,0.538234562
0.919820053,-0.425267772
-0.92590484,-0.443921727
0.346487382,-0.330920026
0.588498298,0.196938835
0.388315873,0.499695181
0.855211194,-0.562915277
0.42089269,-0.891790443
0.499996043,0.263365573
0.883660194,0.587909267
0.715150834,-0.671345833
-0.552499479,0.291522249
0.260855303,-0.555257983
-0.560188021,0.185248499
-0.230237587,-0.949568198
-0.532750081,0.419788758
0.604498434,-0.01088846
0.794153008,0.639601187
0.624978961,-0.10905785
-0.561576342,0.008353699
0.228558796,-0.494173113
-0.95663222,-0.0618758
0.389668502,-0.973640706
0.879427132,-0.296211255
-0.890182023,-0.348281608
-0.170924759,0.608476947
-0.576931754,-0.733111027
0.989905459,-0.205518921
0.212700672,-0.430091915
-0.324137337,0.459801801
-0.267182201,-0.930992398
0.063737658,1.060462327
0.485594228,-0.327854618
0.013236528,0.992709358
-0.619834474,-0.74674239
0.885322993,-0.437763252
-0.527326456,-0.775282982
-0.457101216,-0.36432504
-0.936853318,0.551781672
-0.805349394,-0.542094812
0.325646344,0.950617806
0.471777822,0.867938779
-0.486220887,-0.310069738
0.062196055,0.957229243
0.157016515,0.96394763
0.996945077,0.109349384
0.288209741,0.867869875
0.081272216,-0.606933079
0.660838444,0.819374212
0.157043983,-0.911694481
1.000147119,0.255932065
0.609744045,-0.174517363
-0.586144487,0.279014051
-0.884525679,0.520654702
0.99283822,-0.199197962
-0.451979005,-0.500214475
-0.461775393,-0.877107721
0.018099445,1.003967169
-0.623424006,0.812378363
-0.257991167,0.949270604
0.923753756,0.567688747
-0.9876711,0.190218309
-0.857543296,0.421259421
-0.11636711,1.07380514
0.168800413,0.962297776
-0.923515816,-0.430559936
-0.714355374,-0.523279617
0.862004797,0.586497398
-0.094448645,1.038771748
-0.495425149,0.420857181
-0.260912417,0.562981711
0.658936649,0.717874092
0.376414371,-0.403225382
0.390787849,-0.565154788
0.216675033,-0.636741349
0.608873093,-0.212358653
-0.544769312,0.056680759
-0.444159739,-0.447042452
-0.089800273,-0.915568504
1.036614743,-0.111588081
0.495701842,-0.18629893
0.057417482,-0.583396082
0.069416508,1.022615752
-0.535605701,0.175677646
0.468843224,0.308039544
-0.912797412,-0.431703383
0.663120175,-0.840220342
-0.348674394,-0.952896357
-0.947055343,0.233941986
0.455701977,-0.427410201
-0.172797878,0.935899674
0.032001259,0.989196353
-0.947137239,-0.180681706
0.385236956,-0.863706226
-0.887364787,-0.439651319
-0.545524752,0.218926064
-0.338788485,-0.551656298
0.579019678,-0.226137526
-0.259211136,0.496551317
0.104561361,-0.532385675
-0.431057158,-0.164788858
0.63313707,0.667755809
0.322321084,0.541153857
0.194566486,-0.508699839
-1.06322084,0.299759877
0.683375209,0.7633699
0.573151401,-0.826783404
-0.374460379,-0.435023502
0.827460589,-0.472533986
0.366158951,-0.396603682
0.221417316,-0.546381983
1.019536818,0.084930178
-0.158781367,0.908794995
0.02837478,-0.508672716
-0.871740748,-0.340229847
0.312102358,0.555259927
0.194153024,-0.946457095
-0.343265255,0.601439195
-0.311081734,0.569927845
-0.419750824,0.349577455
-0.643805006,-0.768712702
0.467482563,-0.941479753
0.896908451,-0.407295953
-0.440078162,0.417028522
-0.312904561,0.923052525
-0.94717515,0.394608612
-0.717767082,-0.651588063
-0.500219644,-0.26156503
0.811655054,-0.615181517
0.953377804,-0.274153913
-0.885366233,-0.588064195
0.96995053,0.116992599
-0.403590105,0.412449207
-1.048669582,0.399505712
-0.461503397,-0.394904842
-0.023623203,0.547514057
0.235975712,1.081439118
0.111670393,-0.896205335
-0.782445304,-0.71942819
-0.002475803,-0.583365415
0.854953694,0.448061774
0.828130031,-0.564350203
0.354155483,0.410235275
0.513211977,0.074169009
0.382642541,-0.89839451
0.065434616,-0.596998895
0.054077744,0.530147681
-0.676250719,-0.666524236
-0.991378138,0.31641375
-0.480564628,0.32999159
0.312055597,0.506174038
-0.641679544,-0.681146539
0.10695928,0.704683638
0.298980478,-0.945925862
0.336393795,-0.553634239
0.448116766,-0.332951793
-0.488988865,-0.377552225
-0.573619457,-0.42687717
0.193425172,0.944747154
-0.095288319,0.600110258
-0.985768504,0.182927664
-0.539286095,-0.215834634
-0.40446585,0.44740972
0.20736247,0.594414654
-1.079385529,0.285592746
0.585309528,-0.056602757
0.46524003,0.435015038
-0.599982878,0.166230314
-0.005036625,-0.548265173
0.48863123,-0.248836842
0.552361931,-0.736098133
0.893051321,0.552214963
-0.78674266,0.682801823
0.67472121,0.049846649
-0.538357741,0.759550165
-0.957344517,0.324828248
0.142301679,-0.475176639
0.207980233,-0.60109397
0.959039288,0.275224199
-0.511821293,0.97333723
0.519151389,0.25408342
0.331249006,0.486042336
0.10725417,-0.604998787
0.088761995,-1.076913317
0.345395382,0.504698713
-0.143252738,-0.660841831
0.887467018,0.265291558
0.617371915,-0.881382425
-0.231242754,0.870942097
-0.794267246,0.664574975
-0.662203647,0.180320005
-0.129659173,1.023536105
-0.937219062,-0.263631681
0.492763026,0.246988065
-0.078868643,-0.617273949
-0.173192942,-0.639785917
0.468416604,0.413612731
-0.025271371,1.109660739
-0.606775509,0.141951082
-0.082200563,-0.983545263
0.189904072,-0.505988645
0.127875359,-0.632425706
-0.94742454,-0.427786229
0.553788861,0.219143599
-0.90660972,-0.576992282
-0.617911633,0.210903366
0.410726491,0.428794472
0.55842781,-0.022344413
-0.473662438,-0.830121033
-0.046557709,-1.012067975
-0.029845191,1.03190443
0.928319226,0.146422908
0.78477396,-0.608634445
0.495709726,-0.31804928
0.657272104,-0.04770072
-0.026754442,-1.06046552
-0.006789591,0.698652067
-0.944028361,0.440628771
-0.655063546,0.028706602
-1.056572106,0.010493425
0.477590029,0.332654792
-0.152555912,-0.59838118
-0.640160374,-0.073790135
0.167414021,-0.927408725
0.238494888,-0.560794076
0.194766849,0.97465622
-0.019006498,1.068350648
-1.043361498,0.044734322
-0.93505827,-0.33003057
0.640662052,0.16534512
-0.589217528,0.046327745
-0.990773402,-0.078341456
-0.315027559,0.932370188
0.11936917,0.483282322
0.088567941,-0.558925485
0.358362868,0.448055119
0.697661973,0.593986911
-0.594462649,0.20471168
-0.353229751,-0.584462455
-0.550134513,0.934366431
0.592289495,-0.336994034
0.204095589,0.495848125
0.593928749,0.118361178
0.295779961,-0.531274764
0.493041536,0.766252126
-1.019609743,0.30246496
-0.548644298,-0.304700443
-0.959683311,0.099547054
0.737198503,0.639540155
0.315735549,0.434110551
0.103896265,0.613855984
0.541886481,-0.198918641
-0.886965441,0.537423638
-0.520895178,-0.220130337
-0.645921421,0.098793027
0.882841178,0.508589713
-0.470314342,-0.86745066
-0.625219884,0.126500638
0.491244536,0.336280556
-0.426369506,0.913166536
0.030951616,-0.591065165
-0.428518728,-0.920109509
-0.404190079,-0.39704183
0.366955183,-0.918626952
-0.553591376,-0.034261447
-0.370668392,0.44359958
-0.335499959,0.94776631
-0.579167878,-0.814519933
0.575908525,0.240207192
0.725088195,-0.591285289
0.447182665,-0.367241014
0.603095364,-0.116996336
0.367769699,-0.926759385
-0.839756501,0.384057702
-0.869938832,0.525279257
0.409613104,0.514384847
-0.02345537,0.598509708
-0.028180547,1.045538348
0.297376043,0.906225668
0.526919468,-0.193798166
0.200151564,-0.541580224
-0.284473524,-0.504678664
-0.628425712,0.046465852
-0.991268826,0.011796324
-0.94113406,-0.260296849
-0.615702617,0.6802042
0.045524698,0.545056359
0.607473099,-0.678365708
0.014891137,1.021130766
-1.064149478,0.258780361
0.643658282,-0.746323589
-0.171480336,-0.950360826
0.601963298,-0.213211817
-0.026180207,0.636230257
0.621267024,-0.106064938
-0.881931885,-0.413337807
-0.840804281,-0.527946017
1.04018279,0.111756048
-1.062243532,0.036551477
0.916780707,-0.516811707
0.229542576,-0.445207762
-0.58438226,-0.850597323
-0.394868253,-0.423066212
0.252773809,0.474401059
-0.596239363,-0.208904598
-0.492918136,0.270431855
0.78133476,-0.583673275
-0.629393345,0.682686443
-0.536576938,-0.343846386
0.004102365,-0.610708279
-0.14211543,-0.973204711
-0.407393084,0.902858897
0.912878624,0.558380734
-0.632875762,-0.180866241
-0.027432939,-0.600914208
0.251275312,0.961424301
0.965325587,-0.315096354
-0.291833956,-0.53664212
0.243149894,0.907561308
0.546867174,0.852704299
-0.368251414,-0.931586796
-1.006606769,0.03978177
0.100799092,-0.983748803
0.508332223,-0.884141224
0.300694162,0.425825015
-0.924122063,0.345437688
-0.143470388,-0.63945573
0.598503397,-0.23733778
0.5218994,0.252462608
-0.178962156,0.644735675
-0.669504334,0.739393096
0.016540963,-0.589556678
0.605818746,0.240620023
0.769545648,-0.734007401
0.296919215,0.532728488
-0.260270067,1.019298868
0.926990384,0.4190818
0.465850508,-0.486900401
0.873896621,-0.602096467
0.363044246,-0.285818673
-0.876489743,-0.441485917
0.16167073,0.598470033
-0.453989906,-0.369650154
-0.191348291,-0.590854301
-0.306040803,-0.970375354
-0.517949892,0.266720097
-0.502892531,0.376695695
-0.073206192,0.666983198
0.348232978,-0.445547955
-0.537318773,0.27980667
0.562810596,0.874686102
0.579062727,-0.108794914
-0.190626821,0.925783232
-0.351579649,0.454996395
-0.369425394,0.462230128
-0.571253439,-0.101881907
-0.248808942,-0.507060191
0.878872878,0.376720525
-0.201774105,1.118109942
-0.556844014,-0.263253572
0.618951735,-0.169740982
1.041198116,0.212985734
0.572338967,-0.770168076
-0.128389256,-0.539171723
0.984214821,0.044980051
-0.688225539,0.649296572
0.315882977,-1.032194981
-0.076994299,-0.593876243
-0.656031235,0.740994039
0.414742029,0.425794919
-0.703153981,0.7349064
-0.040143111,-0.526298522
-0.427933774,-0.369392624
-0.955857861,-0.231340341
0.246796811,0.537823781
0.571081992,-0.785021784
0.982856174,-0.092844496
0.898362804,-0.085219183
0.004554943,-0.625618407
-0.793391271,-0.651722963
0.853386884,0.561445393
-0.892399093,-0.180529107
0.558208492,-0.308120557
0.304075999,-0.507205501
0.976685105,-0.144244105
0.261950679,0.945881484
-0.093432035,0.551328799
-0.18582987,-1.013877874
0.229692713,-0.993138693
-0.602649202,-0.057682591
0.895552257,-0.406491953
-0.501540653,-0.355592823
-0.060221989,1.02764955
-0.959564499,-0.211023809
-0.935210883,-0.17167891
-0.128598175,0.583822588
-0.370484301,0.466030798
-0.188216917,-0.479043439
-0.2237616,-0.530679075
-0.076049237,-0.561229192
-0.841233272,-0.551831283
-0.019518833,-0.659174937
-0.523047535,0.840526711
0.262726061,0.951722095
0.092443682,-0.932750397
0.576973307,0.242260599
-0.291510405,-0.470199817
0.263282661,-0.518185848
0.39996951,0.42968248
-0.214884869,-0.557961877
0.633188359,0.031739407
0.528985094,0.761623962
0.161776617,-0.536811504
0.01540677,0.542940581
-0.936835559,0.22492173
-0.401689123,-0.487019425
0.110904817,1.113282127
0.555750883,0.169932783
-0.368193903,0.493165689
0.649206314,0.003196973
0.413342329,-0.411254564
-0.773547124,-0.678134553
-0.683982278,-0.796486246
-0.059891251,0.576340575
1.150513962,-0.140651186
-0.241533709,-0.474408141
-0.890410901,-0.585616116
0.541667693,-0.099053908
0.512994299,0.870945786
0.614845038,-0.031927446
-0.84467708,-0.6329397
-0.479322864,0.396622147
0.665127823,0.131331083
0.950272968,0.36055606
-0.528150548,-0.101314726
-0.666754667,0.667396053
-0.019330146,0.483236344
-0.16998658,-1.054038404
0.111063802,0.570328366
-0.027725654,0.617772309
-0.519948186,0.186117239
0.521989637,-0.000153088
-1.047892118,0.087851566
-0.31615841,-0.595126231
-0.15697671,-0.556559944
0.516902085,-0.302721169
-0.731010322,0.726331506
0.645800578,0.871751597
0.994254187,-0.086648836
-0.428925436,0.393452543
0.758201994,0.675498714
0.347728758,0.420856245
0.133232976,-0.59221118
0.97347342,0.0720303
0.537643931,-0.108310314
0.608810677,-0.032440488
-0.676984477,-0.725913705
0.385927377,0.441610431
0.954500192,-0.437894248
0.458957984,0.437400356
0.763390219,0.582695874
-0.42491635,0.476973332
0.442526294,0.393749066
-0.421592552,-0.382434141
0.366769475,-0.9590792
-0.399659769,-0.411294564
0.288882693,0.522480433
-0.453812402,0.269258121
0.989527828,0.270301197
0.597420451,-0.185319867
0.437611232,0.357893159
-0.465599016,0.433117594
0.26714935,-0.536600995
0.465125225,-0.827865407
0.760524931,-0.601763994
0.190834812,-0.566040747
-0.094552854,0.626187505
0.562164593,0.046874586
0.975569297,0.146541451
0.054042069,0.649814744
0.386069628,-0.93719361
-0.510088215,0.31107801
-1.016758378,-0.246558256
-0.154859009,-0.606243956
-0.570687429,-0.264471735
0.508126041,-0.272027279
0.622993721,0.268474572
0.032759825,0.631908505
-0.669312458,0.818881633
-0.352046138,-0.526481997
0.672604543,-0.680827085
0.822263845,-0.450865507
0.420022733,-0.516384351
0.42142119,0.83026456
-1.020678841,-0.043461806
0.308754436,0.464438203
-0.462132399,0.736884651
-0.335818341,0.500984349
-0.635673494,0.182635824
-0.04764016,0.611887809
0.146155249,0.601528312
-0.170774555,-1.073223925
-0.961671528,0.415055863
0.861179484,-0.477685417
-0.250098524,-1.020068906
1.096585881,0.044323865
-0.050142463,0.552070219
0.758823019,0.638203686
-0.484346639,-0.214504969
0.95751394,-0.422405551
-0.006192443,0.977785438
-0.241170382,-0.588922744
0.163029006,-0.973072538
-0.833339218,0.477037302
-0.580227668,-0.268141762
-0.06284906,0.993206845
-0.623055902,-0.733066282
0.70670315,-0.786170208
-0.844162309,0.507160214
-0.635389767,0.913216003
-1.021737892,-0.195622862
0.340206803,0.99244138
-1.057712736,-0.161954023
0.408450757,0.46752337
0.555251073,-0.204784121
0.362228915,-0.457182942
0.349488337,-0.511836566
-0.856631797,-0.414074388
0.231703227,-0.459193382
0.154874844,-0.93039707
0.344092871,-0.894790698
-0.416107073,-0.37244408
0.429090428,0.993354569
-0.975621656,-0.182793017
-0.295160773,0.527017366
-0.074296567,-0.62722855
-0.885839464,-0.355101829
1.038945804,0.144317346
-0.550377743,-0.334087899
0.565511731,0.767622562
0.572149616,0.698499956
-0.511391374,0.213648934
-1.015124787,-0.152538608
-0.97892591,0.06016379
0.522126636,0.141452611
0.670366739,-0.630489511
1.058212184,0.06726285
-0.195029057,0.524512226
0.998781871,-0.127118465
0.207553976,0.501061558
-0.731448955,-0.725156257
-0.393698713,0.378706753
-0.017331002,0.548325622
-0.34150927,-0.978704906
0.158078342,-0.529964969
0.853815056,0.588654869
-0.705144896,0.671208878
0.512593517,0.208515542
0.261918938,-0.982689517
0.523168719,0.229181748
0.924376443,-0.520250478
0.658052025,-0.21785252
-0.459753301,-0.31007591
-0.428330085,-0.834495706
-0.660118838,-0.046550088
0.329263937,-0.545859645
-0.042520652,1.095986279
0.067838528,-1.026005341
0.02783062,-0.651309744
0.516928505,0.81318962
-0.881813763,0.483679972
1.021384669,0.174614289
-0.400169405,0.872996866
0.764833005,-0.590478571
-0.074209772,0.658886164
0.29367075,-0.559705582
-0.408141321,0.570965034
0.543061698,-0.071030602
-0.187996657,0.472088801
0.368066855,-0.5719131
-0.069071514,0.61094136
-0.139387378,0.591946398
-0.289908548,-0.595799649
-0.340720255,0.921961154
1.011219691,0.021021581
-0.945806332,0.255884557
-0.663965073,-0.671374881
-1.111922668,0.077724325
-0.292481181,0.545291459
0.566343951,-0.384190892
1.037261607,-0.003516805
0.010204175,-0.5558428
-0.288201329,-0.48984605
-0.500939538,0.309190862
-0.504574264,0.877360122
0.05702037,-0.605935863
-0.221027181,1.068473285
0.584645731,0.052946666
0.458696787,0.337568368
-0.467391258,-0.261166612
0.568224578,0.139215722
-0.255510393,0.883356864
-0.093805618,-0.958832279
-0.416816076,0.491527035
0.414555223,-0.308512897
-1.074026485,0.218078414
-0.50914677,0.253385304
0.284363278,0.443053156
-0.646783827,-0.102831464
-0.267104964,0.900810246
-0.170899697,1.05030878
-0.033369544,-0.588682907
0.185986343,-0.981424084
0.841214975,0.575697993
-0.729325978,-0.644417479
-0.787741794,0.513828571
0.635852496,-0.164244325
-0.314171212,-0.532468794
0.574838602,0.13863209
-1.018887017,0.008291415
0.934807589,0.407844898
0.971692769,-0.331376613
0.625678583,-0.038566324
-0.659541686,-0.007843769
0.352874684,0.903811043
-0.378675143,-0.491248663
0.965286605,0.321714035
0.700620482,0.719395038
0.654457384,-0.091796492
0.884385785,-0.472328217
0.463301664,-0.91476758
-0.518008576,-0.341564764
-1.001808419,-0.427324435
-0.062175333,-0.949678606
0.020553342,0.704557902
0.368993807,-0.910349857
-0.248628126,0.528164328
-0.701830928,-0.696217587
0.527620734,0.844940677
-0.496660555,0.826853121
-0.060459443,-0.552075115
0.388007992,0.919779389
1.089615457,0.148023978
0.36625425,-0.444280846
-0.932708911,0.464483134
-0.871814908,-0.402966198
0.065627631,-0.613506504
0.353293407,0.400934008
-0.57323689,0.170832763
0.044620101,-0.537830186
-0.025922818,0.924268956
-0.451054361,0.380921142
-0.596710351,-0.126589115
0.961091925,-0.291499326
0.787214279,0.541201421
0.814369649,0.593092029
0.509606784,0.206731835
0.645393072,0.070069179
0.181917596,0.596746293
-0.553678531,-0.093683098
-0.594018517,0.330044336
0.562638183,-0.102717048
0.699999478,-0.666439507
0.174947906,0.611876332
0.471850459,-0.385179584
0.535140696,0.37874106
-0.673871584,0.732701021
0.112231014,0.624798758
-0.870013808,0.443063361
0.575850902,0.22836341
0.020180306,-0.529875179
-0.961208724,0.176493783
-1.041068762,-0.207190339
-0.515249626,-0.211510621
-0.895794691,0.445197659
-0.566431154,-0.106476655
-0.235574847,1.026305732
-0.63105045,0.728667822
0.992136369,-0.390911497
-0.21240641,-0.868997991
-0.205186789,-0.975163954
-0.559652402,0.055918098
1.112124404,-0.002852503
-0.771578805,0.601489006
0.256799168,-0.518974716
0.370484635,0.469805834
-1.003902602,-0.302192148
-0.410548977,0.932233647
-0.588247145,0.908127303
0.620247131,0.048809491
-0.876810748,0.487492169
0.519333343,-0.290525177
0.197377801,-0.555603241
0.392171649,-0.88486481
0.969340938,-0.049777736
-0.375857729,-0.377243906
-0.955618233,-0.250418971
-0.643070983,-0.128986235
0.979283102,-0.131977681
0.170371904,0.927264872
0.110785668,-0.940209121
-1.071809742,-0.020403138
-0.47724488,0.162898035
0.572369356,-0.181949697
0.631330317,-0.637446739
-0.538267677,0.882949573
0.596309575,-0.214810727
0.564743355,-0.74064059
-0.13167836,-0.89138969
-0.517499518,0.348122939
-0.259887334,0.955556108
0.012141034,-0.677851353
0.999439549,0.238252103
0.577305202,0.708407206
0.568620315,-0.31821422
-1.096047146,0.011214771
0.585701352,-0.225286242
-1.020072469,0.042503037
-0.426815379,0.923729626
-0.550142882,-0.252941113
-1.001397973,0.437781987
-0.237522642,0.952551593
0.185562426,0.514095262
-0.391453882,0.960411974
-0.194830301,-0.94740303
0.553747726,-0.832740527
-0.448876169,-0.861268561
-0.625003929,-0.710283459
-0.107736717,0.510455602
0.104275322,1.023904309
-0.176793375,0.578884357
0.581377811,0.139426923
0.512079948,0.303681487
-0.455312539,-0.347123026
-0.671429427,-0.742678628
0.645764008,0.71895778
0.455386895,0.416508452
-0.518300513,-0.783885787
0.528700067,0.044583532
-0.088103035,-0.610015246
0.068773849,-1.042332831
-0.151019082,-0.628505686
-0.07981224,0.616315422
0.901418092,0.579331656
0.403620435,-0.539742843
0.921462376,-0.278486688
-1.004235659,0.251041764
0.046013659,-0.985498745
0.251961617,0.445874039
-0.809403414,0.452848145
0.722692522,-0.656754345
-0.951562775,-0.432786395
0.809521501,-0.656958731
-0.241733317,0.932597511
0.509273975,0.814581134
-0.202101601,0.511176849
0.260140042,0.862640884
-0.966300886,0.345791091
0.693840688,0.766550221
-0.251348654,-0.511864574
-0.444572995,-0.818407537
0.904248833,-0.509266808
-0.452367051,-0.241297193
0.56338695,0.78701715
-0.883938743,0.668278536
0.964587266,0.119348527
-0.989211843,-0.262571874
0.35064561,-0.998485309
0.15814671,-0.575009625
0.586866766,0.855407481
0.477925218,-0.434926033
0.81853138,-0.782180981
-0.65050719,0.83652518
-0.060675435,0.57680793
-0.25805626,-0.999382303
-0.287321098,-0.998929179
0.217449005,-1.022142844
-0.719201409,0.109265255
0.576700948,-0.301304164
0.732676716,-0.714629839
0.975644208,0.200725547
-0.126548395,-0.647576924
-0.422901317,-0.361713168
-0.800493186,-0.733767113
-0.589989163,-0.871684118
0.259715915,0.896074332
-0.008379712,-0.562149339
0.887671683,-0.533361051
-0.49787246,-0.29713387
0.557508788,-0.267601786
0.472067148,0.329346349
0.150947751,-0.492175325
-0.252232627,-0.491749812
-0.728878604,0.613306567
0.461760206,-1.031740506
-0.260125493,0.573232928
-0.935322319,0.336905722
-0.917710874,0.484215823
-0.353734208,0.421836812
-0.566889553,-0.817341221
0.044911096,0.586698071
-0.257490844,0.448980873
0.567439857,-0.203923565
0.780197354,-0.505673399
-0.759741078,0.712063555
0.399684874,-0.466538561
-0.955188592,0.382180852
0.760189607,0.62769241
-0.581343078,-0.091989279
0.905495473,0.541827822
-0.158171439,-0.623811332
0.452392353,0.29686911
0.579232518,0.261287678
-0.572639179,-0.232226667
-0.97149474,-0.019846036
-0.653475918,-0.632055578
-0.288095863,0.566781302
-0.950923739,-0.123090434
-0.504927927,0.375945832
-0.706019997,0.661518865
0.846917091,-0.490743601
0.480669921,0.434051835
-0.585744683,-0.334669997
-1.05459764,0.393800346
-0.773529137,0.556317279
0.577851464,-0.87503452
-0.332854299,-0.422921312
-0.008631625,0.984591364
0.46731778,-0.279546194
0.35976872,-0.903292379
-0.574350272,-0.121697885
-0.66775221,0.760290787
-0.418846107,0.40326838
0.608115539,-0.013955124
0.200029067,1.070261713
0.193497132,0.605299541
0.612373874,-0.327502899
-0.619098667,-0.255401042
-0.539713792,0.290301227
-0.246454401,0.566707386
-0.453848614,0.348154234
0.123619244,0.497913086
-0.875321622,0.438920788
-0.906522278,0.373068827
-0.527615585,-0.147483444
-0.117457942,0.708970177
0.334130696,-0.543157432
0.55664962,0.768194337
0.634961495,-0.760609216
-0.400677223,0.945194401
-0.667380644,-0.040488513
-0.24127902,0.501825557
0.101787147,0.596896482
0.37428097,0.468257626
0.295155562,0.908243532
-0.233278356,0.586851073
-0.44535115,0.502002043
0.738634035,0.62956804
-0.254694108,0.567273995
0.199696058,-1.038416888
0.976465341,-0.092086069
0.574669602,-0.326046318
-0.718514223,0.74225537
-0.342025299,0.965691461
-0.476958662,0.841813269
0.262602133,0.982044806
1.034793058,0.110995124
0.463121672,0.962383534
-0.099746532,-0.564567809
-0.61906768,-0.088365414
-1.069625787,-0.187788552
-0.360825129,-0.426205579
0.57619234,-0.334654615
-0.491009334,-0.262775845
0.285101251,0.965125761
1.038457076,-0.167237447
-0.315690589,-0.57200805
0.298301654,-0.603035764
-0.524654661,0.241048317
-0.411750235,1.010459428
-0.274243535,0.512041663
0.006765022,-0.675433325
-0.990760049,0.235543081
-0.930855246,0.002697798
0.289746385,0.528302244
0.552667981,-0.257572619
-0.858850735,0.439698679
0.421485886,0.337671486
0.233068905,0.525954302
-0.365986162,-0.519187445
-0.817689225,-0.408683732
0.166859958,-0.628214271
-0.082728247,-0.616140268
0.604085917,0.087436993
-0.99897158,-0.049158466
0.563373304,-0.262702169
0.860995543,-0.492283717
0.345318135,-0.95624816
-0.157190755,-0.954531527
-0.037678831,0.611937661
